name,jurisdiction_type,lat,lon,source
San Joaquin County,county,37.93,-121.27,county_centroid
San Luis Obispo County,county,35.39,-120.45,county_centroid
San Mateo County,county,37.43,-122.33,county_centroid
Santa Barbara County,county,34.72,-120.02,county_centroid
Santa Clara County,county,37.23,-121.7,county_centroid
Santa Cruz County,county,37.03,-122.01,county_centroid
Shasta County,county,40.76,-122.04,county_centroid
Sierra County,county,39.58,-120.52,county_centroid
Siskiyou County,county,41.59,-122.54,county_centroid
Solano County,county,38.27,-121.94,county_centroid
Sonoma County,county,38.53,-122.89,county_centroid
Stanislaus County,county,37.56,-120.99,county_centroid
Sutter County,county,39.03,-121.69,county_centroid
Tehama County,county,40.13,-122.24,county_centroid
Trinity County,county,40.65,-123.11,county_centroid
Tulare County,county,36.22,-118.8,county_centroid
Tuolumne County,county,38.03,-119.95,county_centroid
Ventura County,county,34.44,-119.08,county_centroid
Yolo County,county,38.69,-121.9,county_centroid
Yuba County,county,39.27,-121.35,county_centroid
